timestamp,pressure_hpa,pressure_ddt_1h,pressure_ddt_6h,pressure_std_6h,pressure_zscore,pressure_drop_alert_1h,pressure_drop_alert_6h,pressure_trigger
2009-01-01 00:10:00,996.52,,,,,0,0,0
2009-01-01 00:20:00,996.57,,,0.03535533905933541,,0,0,0
2009-01-01 00:30:00,996.53,,,0.026457513110675554,,0,0,0
2009-01-01 00:40:00,996.51,,,0.02629955639680495,,0,0,0
2009-01-01 00:50:00,996.51,,,0.024899799196015027,,0,0,0
2009-01-01 01:00:00,996.5,,,0.02503331114072083,,0,0,0
2009-01-01 01:10:00,996.5,-0.01999999999998181,,0.024494897427853917,,0,0,0
2009-01-01 01:20:00,996.5,-0.07000000000005002,,0.023754698783322648,,0,0,0
2009-01-01 01:30:00,996.5,-0.029999999999972715,,0.02297341458682255,,0,0,0
2009-01-01 01:40:00,996.53,0.01999999999998181,,0.022135943621187006,,0,0,0
2009-01-01 01:50:00,996.62,0.11000000000001364,,0.03748939243913917,,0,0,0
2009-01-01 02:00:00,996.62,0.12000000000000455,,0.04481443219917555,,0,0,0
2009-01-01 02:10:00,996.63,0.12999999999999545,,0.05047212990786551,,0,0,0
2009-01-01 02:20:00,996.74,0.2400000000000091,,0.07186678763403177,,0,0,0
2009-01-01 02:30:00,996.81,0.30999999999994543,,0.09542885657212732,,0,0,0
2009-01-01 02:40:00,996.81,0.2799999999999727,,0.10963576058930545,,0,0,0
2009-01-01 02:50:00,996.86,0.2400000000000091,,0.12504704996871624,,0,0,0
2009-01-01 03:00:00,996.84,0.22000000000002728,,0.13350479171835627,,0,0,0
2009-01-01 03:10:00,996.87,0.2400000000000091,,0.14216578741423108,,0,0,0
2009-01-01 03:20:00,996.97,0.2300000000000182,,0.1578840347250164,,0,0,0
2009-01-01 03:30:00,997.08,0.2700000000000955,,0.18057975417816408,,0,0,0
2009-01-01 03:40:00,997.1,0.2900000000000773,,0.1988821574553971,,0,0,0
2009-01-01 03:50:00,997.06,0.1999999999999318,,0.20927599644428518,,0,0,0
2009-01-01 04:00:00,996.99,0.14999999999997726,,0.21286818061618473,,0,0,0
2009-01-01 04:10:00,997.05,0.17999999999994998,,0.21886677835311755,,0,0,0
2009-01-01 04:20:00,997.11,0.13999999999998636,,0.22710248449004106,,0,0,0
2009-01-01 04:30:00,997.19,0.11000000000001364,,0.2386983935365725,,0,0,0
2009-01-01 04:40:00,997.24,0.13999999999998636,,0.2511876551410507,,0,0,0
2009-01-01 04:50:00,997.37,0.3100000000000591,,0.27011446214544754,,0,0,0
2009-01-01 05:00:00,997.46,0.4700000000000273,,0.2916715598933278,,0,0,0
2009-01-01 05:10:00,997.43,0.37999999999999545,,0.3070063569795258,,0,0,0
2009-01-01 05:20:00,997.42,0.30999999999994543,,0.31898022994663383,,0,0,0
2009-01-01 05:30:00,997.53,0.33999999999991815,,0.3350723576311791,,0,0,0
2009-01-01 05:40:00,997.6,0.36000000000001364,,0.35243196332070387,,0,0,0
2009-01-01 05:50:00,997.62,0.25,,0.3679712721706552,,0,0,0
2009-01-01 06:00:00,997.71,0.25,,0.38585341406147167,1.991251895361008,0,0,0
2009-01-01 06:10:00,997.81,0.37999999999999545,0.21499999999999395,0.40500000000004577,2.079116748910074,0,0,0
