timestamp,voc_raw,voc_baseline_mean,voc_baseline_std,voc_zscore,voc_ddt_10min,voc_spike,voc_persistent_spike
2004-03-10 18:00:00,26168.0,,,,,0,0
2004-03-10 18:10:00,26183.166666666668,,,,1.5166666666667878,0,0
2004-03-10 18:20:00,26198.333333333332,,,,1.5166666666664241,0,0
2004-03-10 18:30:00,26213.5,,,,1.5166666666667878,0,0
2004-03-10 18:40:00,26228.666666666668,,,,1.5166666666667878,0,0
2004-03-10 18:50:00,26243.833333333332,26205.916666666668,28.37423518303585,-1.3363061624662707,1.5166666666664241,0,0
2004-03-10 19:00:00,26259.0,26213.5,32.76374464195172,-1.3887301072726066,1.5166666666667878,0,0
2004-03-10 19:10:00,26261.666666666668,26219.520833333332,34.786701242478465,-1.2115501216401874,0.26666666666678795,0,0
2004-03-10 19:20:00,26264.333333333332,26224.5,35.804736651270076,-1.1125157156938181,0.26666666666642413,0,0
2004-03-10 19:30:00,26267.0,26228.75,36.334034142071125,-1.052731959179243,0.26666666666678795,0,0
2004-03-10 19:40:00,26269.666666666668,26232.4696969697,36.61070109057752,-1.0160135581377316,0.26666666666678795,0,0
2004-03-10 19:50:00,26272.333333333332,26235.791666666668,36.75486121906192,-0.9941995279120619,0.26666666666642413,0,0
2004-03-10 20:00:00,26275.0,26238.80769230769,36.832003882108886,-0.9826320290777577,0.26666666666678795,0,0
2004-03-10 20:10:00,26273.5,26241.285714285714,36.58156958375894,-0.8806151622311251,-0.15,0,0
2004-03-10 20:20:00,26272.0,26243.333333333332,36.13192318457501,-0.793388874620353,-0.15,0,0
2004-03-10 20:30:00,26270.5,26245.03125,35.561330368712866,-0.7161922520822043,-0.15,0,0
2004-03-10 20:40:00,26269.0,26246.441176470587,34.91939832077733,-0.6460255321743159,-0.15,0,0
2004-03-10 20:50:00,26267.5,26247.61111111111,34.23849456100627,-0.5808926053264348,-0.15,0,0
2004-03-10 21:00:00,26266.0,26248.57894736842,33.54020843027945,-0.5194079860411578,-0.15,0,0
2004-03-10 21:10:00,26284.666666666668,26250.38333333333,33.62817410397693,-1.0194824199449966,1.866666666666788,0,0
2004-03-10 21:20:00,26303.333333333332,26252.904761904763,34.75371968216011,-1.4510265502149526,1.8666666666664242,0,0
2004-03-10 21:30:00,26322.0,26256.045454545456,36.97719094675514,-1.783654787781468,1.866666666666788,0,0
2004-03-10 21:40:00,26340.666666666668,26259.724637681156,40.2057086973712,-2.0131973690991423,1.866666666666788,0,0
2004-03-10 21:50:00,26359.333333333332,26263.875,44.26769277010696,-2.156388219116875,1.8666666666664242,0,0
2004-03-10 22:00:00,26378.0,26268.44,48.97915940025678,-2.2368697034550826,1.866666666666788,0,0
2004-03-10 22:10:00,26392.333333333332,26273.20512820513,53.790030214042226,-2.2146892730767576,1.4333333333332121,0,0
2004-03-10 22:20:00,26406.666666666668,26278.14814814815,58.66674558075717,-2.1906535816095967,1.4333333333335758,0,0
2004-03-10 22:30:00,26421.0,26283.25,63.585552038051965,-2.16637260224135,1.4333333333332121,0,0
2004-03-10 22:40:00,26435.333333333332,26288.494252873563,68.5294729023024,-2.1427142526893954,1.4333333333332121,0,0
2004-03-10 22:50:00,26449.666666666668,26293.866666666665,73.4862746848019,-2.1201237720667994,1.4333333333335758,0,0
2004-03-10 23:00:00,26464.0,26299.354838709678,78.44708929207921,-2.098805203319902,1.4333333333332121,0,0
2004-03-10 23:10:00,26474.0,26304.8125,83.11790164264958,-2.0355121414383026,1.0,0,0
2004-03-10 23:20:00,26484.0,26310.242424242424,87.55379388978804,-1.9845807480566722,1.0,0,0
2004-03-10 23:30:00,26494.0,26315.647058823528,91.79605895080356,-1.9429258867107928,1.0,0,0
2004-03-10 23:40:00,26504.0,26321.02857142857,95.87649058682867,-1.908407635105468,1.0,0,0
2004-03-10 23:50:00,26514.0,26326.38888888889,99.82010008486826,-1.8794922973640376,1.0,0,0
2004-03-11 00:00:00,26524.0,26331.72972972973,103.64691332102028,-1.8550505968249196,1.0,0,0
2004-03-11 00:10:00,26527.0,26336.86842105263,107.03164723740957,-1.7764052229265361,0.3,0,0
2004-03-11 00:20:00,26530.0,26341.82051282051,110.04867599666903,-1.709965919764615,0.3,0,0
2004-03-11 00:30:00,26533.0,26346.6,112.75601954228796,-1.6531268051455763,0.3,0,0
2004-03-11 00:40:00,26536.0,26351.219512195123,115.19985917613553,-1.6039992368250802,0.3,0,0
2004-03-11 00:50:00,26539.0,26355.690476190477,117.41756360582984,-1.561176340395852,0.3,0,0
2004-03-11 01:00:00,26542.0,26360.023255813954,119.43978902737933,-1.5235856002788608,0.3,0,0
2004-03-11 01:10:00,26552.5,26364.397727272728,121.55691245787644,-1.5474419954933771,1.05,0,0
2004-03-11 01:20:00,26563.0,26368.81111111111,123.76094278728254,-1.5690643828852595,1.05,0,0
2004-03-11 01:30:00,26573.5,26373.260869565216,126.04449367346837,-1.588638448299742,1.05,0,0
2004-03-11 01:40:00,26584.0,26377.744680851065,128.4007579846959,-1.6063403423769378,1.05,0,0
2004-03-11 01:50:00,26594.5,26382.260416666668,130.8234779964812,-1.6223355697415816,1.05,0,0
2004-03-11 02:00:00,26605.0,26386.80612244898,133.30691295067825,-1.6367784016945248,1.05,0,0
2004-03-11 02:10:00,26613.0,26391.33,135.76206548236394,-1.6327830427418701,0.8,0,0
2004-03-11 02:20:00,26621.0,26395.833333333332,138.19186742433035,-1.6293771061497897,0.8,0,0
2004-03-11 02:30:00,26629.0,26400.31730769231,140.5989144660723,-1.6264897317993503,0.8,0,0
2004-03-11 02:40:00,26637.0,26404.783018867925,142.9855111335816,-1.6240595125129187,0.8,0,0
2004-03-11 02:50:00,26645.0,26409.23148148148,145.35370874663911,-1.6220330319018206,0.8,0,0
2004-03-11 03:00:00,26653.0,26413.663636363635,147.70533761579603,-1.620363663759743,0.8,0,0
2004-03-11 03:10:00,26658.666666666668,26418.03869047619,149.9736575895282,-1.6044682676513617,0.5666666666667879,0,0
2004-03-11 03:20:00,26664.333333333332,26422.359649122805,152.16662686288652,-1.5901889107285931,0.5666666666664242,0,0
2004-03-11 03:30:00,26670.0,26426.629310344826,154.29128373613605,-1.5773456684308422,0.5666666666667879,0,0
2004-03-11 03:40:00,26675.666666666668,26430.850282485877,156.35387794483458,-1.56578388609833,0.5666666666667879,0,0
2004-03-11 03:50:00,26681.333333333332,26435.025,158.35997939627913,-1.5553698145009243,0.5666666666664242,0,0
2004-03-11 04:00:00,26687.0,26439.155737704918,160.31456886284616,-1.5459871333411588,0.5666666666667879,0,0
2004-03-11 04:10:00,26689.5,26443.1935483871,162.14277589688373,-1.5190713784897278,0.25,0,0
2004-03-11 04:20:00,26692.0,26447.14285714286,163.85620678759258,-1.49434157035143,0.25,0,0
2004-03-11 04:30:00,26694.5,26451.0078125,165.46512772119112,-1.4715619501332182,0.25,0,0
2004-03-11 04:40:00,26697.0,26454.792307692307,166.97865858409858,-1.450530821788669,0.25,0,0
2004-03-11 04:50:00,26699.5,26458.5,168.40493272919187,-1.4310744623880594,0.25,0,0
2004-03-11 05:00:00,26702.0,26462.13432835821,169.75122974222379,-1.4130423125240172,0.25,0,0
2004-03-11 05:10:00,26695.166666666668,26465.561274509804,170.83321539715527,-1.3440324838412812,-0.6833333333332121,0,0
2004-03-11 05:20:00,26688.333333333332,26468.789855072464,171.68007669918657,-1.2787941455009508,-0.6833333333335758,0,0
2004-03-11 05:30:00,26681.5,26471.82857142857,172.3173073296453,-1.2167752073420592,-0.6833333333332121,0,0
2004-03-11 05:40:00,26674.666666666668,26474.68544600939,172.76732345845699,-1.1575176109494334,-0.6833333333332121,0,0
2004-03-11 05:50:00,26667.833333333332,26477.368055555555,173.0499532969439,-1.1006375503049817,-0.6833333333335758,0,0
2004-03-11 06:00:00,26661.0,26479.883561643837,173.18283103925356,-1.0458105819352284,-0.6833333333332121,0,0
2004-03-11 06:10:00,26642.0,26482.074324324323,173.02195895753582,-0.9243085427706793,-1.9,0,0
2004-03-11 06:20:00,26623.0,26483.953333333335,172.61764182803796,-0.8055182795259452,-1.9,0,0
2004-03-11 06:30:00,26604.0,26485.532894736843,172.01505752294602,-0.688701944355375,-1.9,0,0
2004-03-11 06:40:00,26585.0,26486.824675324675,171.25518495609847,-0.5732692071613673,-1.9,0,0
2004-03-11 06:50:00,26566.0,26487.839743589742,170.37552412963183,-0.45875284229227614,-1.9,0,0
2004-03-11 07:00:00,26547.0,26488.58860759494,169.41065692723558,-0.3447917216055569,-1.9,0,0
2004-03-11 07:10:00,26508.166666666668,26488.833333333332,168.34925353969467,-0.11484062335884712,-3.883333333333212,0,0
2004-03-11 07:20:00,26469.333333333332,26488.59259259259,167.30779187540753,0.1151127447697628,-3.8833333333335758,0,0
2004-03-11 07:30:00,26430.5,26487.884146341465,166.39553396534748,0.3448659025220546,-3.883333333333212,0,0
2004-03-11 07:40:00,26391.666666666668,26486.72489959839,165.71469881990498,0.5736258342502465,-3.883333333333212,0,0
2004-03-11 07:50:00,26352.833333333332,26485.130952380954,165.3599640738208,0.800058339323917,-3.8833333333335758,0,0
2004-03-11 08:00:00,26314.0,26483.117647058825,165.41745296589085,1.022368819034643,-3.883333333333212,0,0
2004-03-11 08:10:00,26304.0,26481.03488372093,165.57196787678086,1.0692322192090444,-1.0,0,0
2004-03-11 08:20:00,26294.0,26478.885057471263,165.82340220028976,1.1149515321908448,-1.0,0,0
2004-03-11 08:30:00,26284.0,26476.670454545456,166.17139241921691,1.159468248902428,-1.0,0,0
2004-03-11 08:40:00,26274.0,26474.393258426968,166.6153315774478,1.2027299968555956,-1.0,0,0
2004-03-11 08:50:00,26264.0,26472.055555555555,167.15438377435117,1.2446909833470285,-1.0,0,0
2004-03-11 09:00:00,26254.0,26469.659340659342,167.7874995566219,1.285312314349454,-1.0,0,0
2004-03-11 09:10:00,26276.166666666668,26467.556159420288,168.07803379365717,1.1386942558471824,2.216666666666788,0,0
2004-03-11 09:20:00,26298.333333333332,26465.736559139787,168.08056305798254,0.9959701571961975,2.2166666666664243,0,0
2004-03-11 09:30:00,26320.5,26464.191489361703,167.84427690213005,0.8561000181697561,2.216666666666788,0,0
2004-03-11 09:40:00,26342.666666666668,26462.912280701752,167.41403150425634,0.718252898137598,2.216666666666788,0,0
2004-03-11 09:50:00,26364.833333333332,26461.890625,166.83115712362914,0.5817695732516837,2.2166666666664243,0,0
2004-03-11 10:00:00,26387.0,26461.118556701033,166.13407953681488,0.44613697840647465,2.216666666666788,0,0
2004-03-11 10:10:00,26397.833333333332,26460.472789115647,165.3990881427858,0.37871705404761713,1.083333333333212,0,0
2004-03-11 10:20:00,26408.666666666668,26459.949494949495,164.6354050142641,0.31149331437481703,1.083333333333576,0,0
2004-03-11 10:30:00,26419.5,26459.545,163.85173839335462,0.2443977717188785,1.083333333333212,0,0
2004-03-11 10:40:00,26430.333333333332,26459.25577557756,163.05633069647834,0.17737699568800142,1.083333333333212,0,0
2004-03-11 10:50:00,26441.166666666668,26459.07843137255,162.2569989911336,0.11039132183424963,1.083333333333576,0,0
2004-03-11 11:00:00,26452.0,26459.009708737864,161.46116887705338,0.043414207534859174,1.083333333333212,0,0
2004-03-11 11:10:00,26450.0,26458.923076923078,160.6778939716159,0.055533942143406366,-0.2,0,0
2004-03-11 11:20:00,26448.0,26458.819047619047,159.9070912712412,0.06765833500802383,-0.2,0,0
2004-03-11 11:30:00,26446.0,26458.69811320755,159.148677805381,0.07978773875387993,-0.2,0,0
2004-03-11 11:40:00,26444.0,26458.560747663552,158.40257074796074,0.09192241958495712,-0.2,0,0
2004-03-11 11:50:00,26442.0,26458.40740740741,157.66868751435814,0.10406256030926908,-0.2,0,0
2004-03-11 12:00:00,26440.0,26458.238532110092,156.94694584531487,0.1162082632169175,-0.2,0,0
2004-03-11 12:10:00,26424.166666666668,26457.928787878787,156.25911995254913,0.21606496316059434,-1.583333333333212,0,0
2004-03-11 12:20:00,26408.333333333332,26457.481981981982,155.61844420714178,0.3158279121940138,-1.583333333333576,0,0
2004-03-11 12:30:00,26392.5,26456.901785714286,155.03751290314872,0.41539485568968654,-1.583333333333212,0,0
2004-03-11 12:40:00,26376.666666666668,26456.191740412978,154.52827639296538,0.514631205938302,-1.583333333333212,0,0
2004-03-11 12:50:00,26360.833333333332,26455.355263157893,154.10202744900474,0.613372392147584,-1.583333333333576,0,0
2004-03-11 13:00:00,26345.0,26454.395652173913,153.76937976860307,0.7114267588716819,-1.583333333333212,0,0
2004-03-11 13:10:00,26317.5,26453.21551724138,153.6260674734726,0.8834146352239375,-2.75,0,0
2004-03-11 13:20:00,26290.0,26451.82051282051,153.7049067191549,1.0527999087458253,-2.75,0,0
2004-03-11 13:30:00,26262.5,26450.216101694914,154.03577998114213,1.218652578636227,-2.75,0,0
2004-03-11 13:40:00,26235.0,26448.407563025212,154.64530934737527,1.3799808254504495,-2.75,0,0
2004-03-11 13:50:00,26207.5,26446.4,155.5565523844304,1.5357758628760727,-2.75,0,0
2004-03-11 14:00:00,26180.0,26444.198347107438,156.78875165455617,1.6850593083646217,-2.75,0,0
