mfcc_01,mfcc_02,mfcc_03,mfcc_04,mfcc_05,mfcc_06,mfcc_07,mfcc_08,mfcc_09,mfcc_10,mfcc_11,mfcc_12,mfcc_13,us8k_class,sc_class
-240.85848760736707,64.40023840639256,-2.4954880419354275,27.524517731129713,-16.70621113192302,3.4891024656884095,-4.488638387330859,3.735029630625671,-3.0504034725128664,0.44086821727925996,-0.24120405027434288,3.5555838708578964,-0.8679386048775679,air_conditioner,0
-216.18276379095903,87.01264013378068,-18.59292462883238,22.95000627265999,-10.753295604973992,14.392251506536363,-5.1997036439450115,4.260550545818957,-5.042788633211824,6.66762401602209,-2.3090589641376043,1.1433443556737855,-1.7042671009764592,air_conditioner,0
-234.03072443339954,85.48166096546117,-5.8726738840401165,23.446568024063062,7.849885605222767,7.967924918076922,-7.04897091628615,1.7449090870084891,-1.1520617322735132,6.386916878162674,-2.2278949153097503,0.3196870460749439,-2.648962431382479,air_conditioner,0
-230.48221636525898,91.14881256805164,-4.5684573169480505,14.675922341690445,-3.607032061599681,10.58342904570364,-4.1252456130839485,8.485715111792759,-2.329213353675953,5.0367406892156845,-1.864841861022217,2.578238797379968,0.26257645167708077,air_conditioner,0
-293.71467459567,75.20493175464048,-14.703726542927955,14.888977214053265,-6.650853507360102,17.47470655617198,-8.463324462772974,8.873113418365923,-8.048609314847415,1.9953449100426754,-1.674493869789989,3.172444662718556,0.42245315958570995,air_conditioner,0
-226.19958294400226,74.76912391627343,-14.623517926645672,26.863807050057233,-6.14782594928969,3.6215683833103904,-9.533148856013923,1.3221908559935547,-1.5085177678387078,3.4272772082116956,-0.6190292918644635,1.1454947073269315,-0.6829206178465715,air_conditioner,0
-231.2322881809799,75.35980190419642,-5.4322476244258855,14.704592471466789,-7.178323079390431,8.091310530008354,-9.783358582356158,6.947889923142327,-4.408207020608172,3.0374823561830624,-1.038506682188182,2.8930623520598884,0.3307702179455725,air_conditioner,0
-252.9545645352827,73.65052531933769,-10.797182109063991,6.501324528335761,-13.682674834538524,3.3865019382279886,-8.988987310405927,6.599096906893746,-5.7164371660801825,1.8655123378818308,0.5984565955721308,1.2874720578771481,0.4750311369341731,air_conditioner,0
-278.0085304002963,76.91843663198554,-19.500220549105812,17.2877353927955,0.041848824744373125,1.3633978840382568,-3.262305425816571,5.9509424093291114,-4.782449867090383,-1.3381735631653635,-1.855740984572261,0.9410145818723952,-0.5346475772905921,air_conditioner,0
-249.3444356342967,104.02668336981372,-12.393556274730242,11.81202005902508,-3.924346190262103,11.099983419858827,0.43675030096174616,8.340444983658314,-1.9293868225514719,7.389908673658685,-4.377526108645702,0.7204969345005046,-2.8531518828110496,air_conditioner,0
-261.694294094673,59.34970778665537,-3.6484905318559573,18.222218423209814,-13.824837767015946,4.922104593962292,-3.745944610199219,8.352506271577525,2.9901926750753596,11.741587398021988,-1.1711811334480071,0.020923759936271713,-5.264092561462618,air_conditioner,0
-241.96865612968492,67.80588357034512,-14.153572601796853,15.103225607521535,-5.844745318498312,15.329901153938218,-4.371805730218622,4.365460651845247,-6.106961258477435,-2.0240488341130707,-2.9726158181466618,1.892434898363359,2.535859827159766,air_conditioner,0
-246.09176435581344,94.74109266534586,-14.992955985391522,10.520449868663803,-10.790700573394231,6.373869677321234,3.513878929740658,1.7144532831024555,-0.4845323887909654,0.29121846573892096,-0.1368539742515118,2.7699019322117264,-1.3132757953161809,air_conditioner,0
-251.222875784063,70.17818456855915,-5.5392779851791945,16.36013215727376,-12.353634582603489,3.6103121284019037,-4.309648329111522,11.31636502564174,-2.5200251592796854,2.644085021670352,-1.4283477207949142,4.61200348341365,-0.5612349972722873,air_conditioner,0
-262.32781692501214,96.59433065089833,-5.712435615383865,32.286047935967936,-3.900593376668563,3.877654841397499,-10.472636796982659,11.603711728925,2.1709971623498916,2.461442360152198,-2.7663746422719755,4.922888584484404,-3.214091364086976,air_conditioner,0
-276.8418105686748,89.64990192033567,-13.946051228595895,19.95902506623943,-5.9806573911470755,11.687872743994667,0.6299274452548671,5.362339627606982,-1.0681836201694264,-3.1505163030930676,-2.097436803860236,0.31353945941425776,-3.437626120847256,air_conditioner,0
